 huidevent |         ot          |  mag  |   spassportcmd    |                                                                                                                                                                                                                                                 spassportentry                                                                                                                                                                                                                                                 
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Destroyed Shaking Estimate 626 0 "*NULL*" 1374804066 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Damaged Shaking AtLeast 16019 0 "*NULL*" 1374803995 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Injuries Shaking Estimate 2362 0 "*NULL*" 1374804136 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Displaced Shaking Estimate 52113 0 "*NULL*" 1374804203 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Missing Shaking Estimate 4 0 "*NULL*" 1374804183 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsDelImpact | Deaths Landslide Exact 1 0 "*NULL*" 1374804116 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Deaths Landslide Estimate 1 0 "*NULL*" 1374804116 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsDelImpact | Deaths Shaking Exact 38 0 "*NULL*" 1374804092 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Deaths Shaking Estimate 38 0 "*NULL*" 1374804092 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsDelImpact | Missing Shaking Estimate 4 0 "*NULL*" 1374804183 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsDelImpact | Destroyed Shaking Estimate 626 0 "*NULL*" 1374804066 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Injuries Shaking Estimate 2500 0 "*NULL*" 1374804136 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsDelImpact | Injuries Shaking Estimate 2362 0 "*NULL*" 1374804136 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Deaths Shaking Estimate 42 0 "*NULL*" 1374804092 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsDelImpact | Deaths Shaking Estimate 38 0 "*NULL*" 1374804092 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Damaged Shaking AtLeast 20401 0 "*NULL*" 1374803995 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsDelImpact | Damaged Shaking AtLeast 16019 0 "*NULL*" 1374803995 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsDelImpact | Displaced Shaking Estimate 52113 0 "*NULL*" 1374804203 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Displaced Shaking Estimate 53339 0 "*NULL*" 1374804203 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Missing Shaking Estimate 6 0 "*NULL*" 1374804183 "*NULL*" "*NULL*"
 B000I6ZK  | 2013/07/05 02:57:42 | 4.237 | PubFlagsAddImpact | Unknown Unknown Unknown 0 0 "*NULL*" 1377270826 "*NULL*" "*NULL*"
 B000I8N2  | 2013/07/08 02:13:41 | 5.763 | PubFlagsAddImpact | Destroyed Unknown Unknown 0 0 "*NULL*" 1374532256 "*NULL*" "*NULL*"
 B000I8N2  | 2013/07/08 02:13:41 | 5.763 | PubFlagsAddImpact | Injuries Unknown Unknown 0 0 "*NULL*" 1374532262 "*NULL*" "*NULL*"
 B000I8N2  | 2013/07/08 02:13:41 | 5.763 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1374532246 "*NULL*" "*NULL*"
 B000I8N2  | 2013/07/08 02:13:41 | 5.763 | PubFlagsDelImpact | Destroyed Unknown Unknown 0 0 "*NULL*" 1374532256 "*NULL*" "*NULL*"
 B000I8N2  | 2013/07/08 02:13:41 | 5.763 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1374532246 "*NULL*" "*NULL*"
 B000I8N2  | 2013/07/08 02:13:41 | 5.763 | PubFlagsAddImpact | Injuries Unknown Exact 1 0 "*NULL*" 1374532262 "*NULL*" "*NULL*"
 B000I8N2  | 2013/07/08 02:13:41 | 5.763 | PubFlagsDelImpact | Injuries Unknown Unknown 0 0 "*NULL*" 1374532262 "*NULL*" "*NULL*"
 B000IFVA  | 2013/07/17 02:37:43 | 5.836 | PubFlagsAddImpact | Destroyed Shaking Exact 31 0 "*NULL*" 1374362194 "*NULL*" "*NULL*"
 B000IFVA  | 2013/07/17 02:37:43 | 5.836 | PubFlagsAddImpact | Injuries Shaking Exact 3 0 "*NULL*" 1374362237 "*NULL*" "*NULL*"
 B000IFVD  | 2013/07/17 03:00:57 | 4.836 | PubFlagsAddImpact | Injuries Shaking Exact 11 0 "*NULL*" 1376528966 "*NULL*" "*NULL*"
 B000IFVD  | 2013/07/17 03:00:57 | 4.836 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "*NULL*" 1376528699 "*NULL*" "*NULL*"
 B000IIVV  | 2013/07/21 05:09:31 |   6.5 | PubFlagsAddImpact | Injuries Unknown Unknown 0 0 "*NULL*" 1374734354 "*NULL*" "*NULL*"
 B000IIVV  | 2013/07/21 05:09:31 |   6.5 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1374734373 "*NULL*" "*NULL*"
 B000IJE3  | 2013/07/21 23:45:57 | 5.886 | PubFlagsAddImpact | Deaths Unknown Unknown 0 0 "*NULL*" 1374521076 "*NULL*" "*NULL*"
 B000IUG2  | 2013/08/02 21:37:46 | 5.194 | PubFlagsDelImpact | Injuries Unknown AtLeast 0 0 "The Times of India" 1375652257 "*NULL*" "*NULL*"
 B000IUG2  | 2013/08/02 21:37:46 | 5.194 | PubFlagsAddImpact | Injuries Unknown AtLeast 0 0 "The Times of India" 1375652257 "*NULL*" "*NULL*"
 B000IUG2  | 2013/08/02 21:37:46 | 5.194 | PubFlagsAddImpact | Injuries Unknown AtLeast 2 0 "The Times of India" 1375652364 "*NULL*" "*NULL*"
 B000IUG2  | 2013/08/02 21:37:46 | 5.194 | PubFlagsAddImpact | Damaged Unknown AtLeast 100 0 "The Times of India" 1375659399 "Kishtwar, India" "*NULL*"
 B000IUG2  | 2013/08/02 21:37:46 | 5.194 | PubFlagsDelImpact | Damaged Unknown AtLeast 100 0 "*NULL*" 1379893000 "Kishtwar, India" "*NULL*"
 B000IUG2  | 2013/08/02 21:37:46 | 5.194 | PubFlagsDelImpact | Injuries Unknown AtLeast 2 0 "The Times of India" 1375652364 "*NULL*" "*NULL*"
 B000IUG2  | 2013/08/02 21:37:46 | 5.194 | PubFlagsAddImpact | Damaged Unknown AtLeast 100 0 "*NULL*" 1379893000 "Kishtwar, India" "*NULL*"
 B000IUG2  | 2013/08/02 21:37:46 | 5.194 | PubFlagsAddImpact | Injuries Unknown AtLeast 2 0 "The Times of India" 1375652364 "Kishtwar, India" "*NULL*"
 B000IXB7  | 2013/08/07 09:06:52 | 5.319 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1376527006 "*NULL*" "*NULL*"
 B000IXB7  | 2013/08/07 09:06:52 | 5.319 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1378862521 "*NULL*" "*NULL*"
 B000IXB7  | 2013/08/07 09:06:52 | 5.319 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1376527006 "*NULL*" "*NULL*"
 B000J0T5  | 2013/08/11 21:23:41 |   5.7 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "zeenews.india.com" 1376628475 "*NULL*" "*NULL*"
 B000J4IZ  | 2013/08/16 02:31:06 | 6.521 | PubFlagsAddImpact | Injuries Shaking Unknown 0 0 "*NULL*" 1376758805 "*NULL*" "*NULL*"
 B000J4IZ  | 2013/08/16 02:31:06 | 6.521 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "*NULL*" 1376758830 "*NULL*" "*NULL*"
 B000J4IZ  | 2013/08/16 02:31:06 | 6.521 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "*NULL*" 1376758846 "*NULL*" "*NULL*"
 B000J4IZ  | 2013/08/16 02:31:06 | 6.521 | PubFlagsAddImpact | Injuries Shaking Unknown 0 0 "*NULL*" 1376758805 "*NULL*" "*NULL*"
 B000J4IZ  | 2013/08/16 02:31:06 | 6.521 | PubFlagsDelImpact | Injuries Shaking Unknown 0 0 "*NULL*" 1376758805 "*NULL*" "*NULL*"
 B000J4IZ  | 2013/08/16 02:31:06 | 6.521 | PubFlagsAddImpact | Destroyed Shaking Unknown 0 0 "*NULL*" 1376758890 "*NULL*" "*NULL*"
 B000J4IZ  | 2013/08/16 02:31:06 | 6.521 | PubFlagsDelImpact | Damaged Shaking Unknown 0 0 "*NULL*" 1376758830 "*NULL*" "*NULL*"
 B000J68E  | 2013/08/19 05:22:11 |   3.2 | PubFlagsAddImpact | Deaths Shaking AtLeast 33 0 "glidenumber.net (via Pam)" 1380096869 "*NULL*" "*NULL*"
 B000J68E  | 2013/08/19 05:22:11 |   3.2 | PubFlagsAddImpact | Destroyed Shaking Unknown 0 0 "glidenumber.net (via Pam)" 1380096818 "*NULL*" "*NULL*"
 B000J68E  | 2013/08/19 05:22:11 |   3.2 | PubFlagsDelImpact | Destroyed Shaking Unknown 0 0 "glidenumber.net (via Pam)" 1380096818 "*NULL*" "*NULL*"
 B000J68E  | 2013/08/19 05:22:11 |   3.2 | PubFlagsDelImpact | Deaths Shaking AtLeast 33 0 "glidenumber.net (via Pam)" 1380096869 "*NULL*" "*NULL*"
 B000J83T  | 2013/08/21 12:38:30 | 6.162 | PubFlagsAddImpact | Injuries Unknown Unknown 0 0 "*NULL*" 1377131773 "*NULL*" "*NULL*"
 B000J83T  | 2013/08/21 12:38:30 | 6.162 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1377131761 "*NULL*" "*NULL*"
 B000JCCS  | 2013/08/27 20:44:53 | 5.243 | PubFlagsAddImpact | Destroyed Unknown Exact 36 0 "several: http://www.theborneopost.com/2013/08/28/5-1-magnitude-quake-jolts-sw-china/" 1377936098 "Shangri-la county" "*NULL*"
 B000JCCS  | 2013/08/27 20:44:53 | 5.243 | PubFlagsDelImpact | Destroyed Unknown Exact 36 0 "several" 1377936098 "Shangri-la county" "*NULL*"
 B000JCCS  | 2013/08/27 20:44:53 | 5.243 | PubFlagsAddImpact | Damaged Unknown Exact 36 0 "several" 1377936162 "Shangri-la county" "*NULL*"
 B000JCCS  | 2013/08/27 20:44:53 | 5.243 | PubFlagsAddImpact | Destroyed Unknown Exact 36 0 "several" 1377936098 "Shangri-la county" "*NULL*"
 B000JCCS  | 2013/08/27 20:44:53 | 5.243 | PubFlagsAddImpact | Damaged Unknown Exact 36 0 "several: http://www.theborneopost.com/2013/08/28/5-1-magnitude-quake-jolts-sw-china/" 1377936162 "Shangri-la county" "*NULL*"
 B000JCCS  | 2013/08/27 20:44:53 | 5.243 | PubFlagsDelImpact | Damaged Unknown Exact 36 0 "several" 1377936162 "Shangri-la county" "*NULL*"
 B000JE5N  | 2013/08/31 00:04:18 | 5.638 | PubFlagsAddImpact | Deaths Unknown AtLeast 5 0 "*NULL*" 1379791466 "*NULL*" "*NULL*"
 B000JE5N  | 2013/08/31 00:04:18 | 5.638 | PubFlagsDelImpact | Deaths Unknown AtLeast 0 0 "*NULL*" 1379791331 "*NULL*" "*NULL*"
 B000JE5N  | 2013/08/31 00:04:18 | 5.638 | PubFlagsAddImpact | Deaths Unknown AtLeast 0 0 "*NULL*" 1379791331 "*NULL*" "*NULL*"
 B000JKMW  | 2013/09/07 00:13:30 | 6.422 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1382632101 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Injuries Shaking AtLeast 619 0 "CNN.com" 1380183314 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Deaths Shaking AtLeast 350 0 "CNN.com" 1380183297 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsDelImpact | Deaths Shaking AtLeast 350 0 "CNN" 1380183297 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Deaths Shaking AtLeast 350 0 "CNN" 1380183297 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsDelImpact | Damaged Shaking Estimate 125000 0 "*NULL*" 1380008401 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Injuries Shaking AtLeast 815 0 "http://www.sananews.net/" 1380183314 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsDelImpact | Injuries Shaking AtLeast 619 0 "CNN.com" 1380183314 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Deaths Shaking AtLeast 376 0 "http://www.thenews.com.pk/" 1380528897 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsDelImpact | Deaths Shaking AtLeast 350 0 "CNN.com" 1380183297 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Damaged Shaking Estimate 125000 0 "http://www.sananews.net/" 1380008401 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Damaged Shaking Estimate 125000 0 "*NULL*" 1380008401 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Deaths Shaking AtLeast 825 0 "http://www.nation.com.pk/" 1380615297 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsDelImpact | Deaths Shaking AtLeast 376 0 "http://www.thenews.com.pk/" 1380528897 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Deaths Shaking AtLeast 376 0 "http://www.nation.com.pk/" 1380615297 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsDelImpact | Deaths Shaking AtLeast 376 0 "http://www.nation.com.pk/" 1380615297 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Injuries Shaking AtLeast 619 0 "http://www.sananews.net/" 1380183314 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsDelImpact | Injuries Shaking AtLeast 815 0 "http://www.sananews.net/" 1380183314 "*NULL*" "*NULL*"
 B000JYIV  | 2013/09/24 11:29:48 | 7.696 | PubFlagsAddImpact | Destroyed Shaking AtLeast 21000 0 "*NULL*" 1384126404 "*NULL*" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsAddImpact | Deaths Shaking AtLeast 22 0 "AFP" 1380436020 "*NULL*" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsAddImpact | Destroyed Shaking Many 0 0 "AFP" 1380436061 "*NULL*" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsAddImpact | Injuries Shaking AtLeast 50 0 "AFP" 1380436045 "*NULL*" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsAddImpact | Injuries Shaking AtLeast 50 0 "AFP" 1380436045 "Awaran" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsAddImpact | Destroyed Shaking Many 0 0 "AFP" 1380436061 "Awaran" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsDelImpact | Destroyed Shaking Many 0 0 "AFP" 1380436061 "*NULL*" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsDelImpact | Deaths Shaking AtLeast 22 0 "AFP" 1380436020 "*NULL*" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsAddImpact | Deaths Shaking AtLeast 22 0 "AFP" 1380436020 "Awaran" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsDelImpact | Injuries Shaking AtLeast 50 0 "AFP" 1380436045 "*NULL*" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsAddImpact | Deaths Shaking AtLeast 39 0 "AP" 1380436020 "Awaran" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsDelImpact | Deaths Shaking AtLeast 22 0 "AFP" 1380436020 "Awaran" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsDelImpact | Deaths Shaking AtLeast 39 0 "AP" 1380436020 "Awaran" "*NULL*"
 B000K1GB  | 2013/09/28 07:34:06 |  6.77 | PubFlagsAddImpact | Deaths Shaking AtLeast 22 0 "AFP" 1380436020 "Awaran" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Deaths Unknown Unknown 0 0 "*NULL*" 1381942683 "*NULL*" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Deaths Unknown AtLeast 222 0 "*NULL*" 1381942683 "*NULL*" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Deaths Unknown AtLeast 222 0 "*NULL*" 1381942683 "*NULL*" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Deaths Unknown Unknown 0 0 "*NULL*" 1381942683 "*NULL*" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Displaced Unknown AtLeast 348507 0 "*NULL*" 1387522487 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Injuries Unknown AtLeast 976 0 "*NULL*" 1387522438 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Missing Unknown AtLeast 8 0 "*NULL*" 1387522388 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Deaths Unknown AtLeast 222 0 "*NULL*" 1381942683 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Damaged Unknown AtLeast 73164 0 "*NULL*" 1387522619 "on Bohol, Cebu and Siquijor Island" "Damaged or destroyed - breakdown not given"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | DollarLoss Unknown Estimate 51800000 0 "*NULL*" 1387522842 "*NULL*" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Damaged Unknown AtLeast 73164 0 "*NULL*" 1387522619 "Central and Western Visayas" "Damaged or destroyed - breakdown not given"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | DollarLoss Unknown Estimate 51800000 0 "*NULL*" 1387522842 "Central and Western Visayas" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | DollarLoss Unknown Estimate 51800000 0 "*NULL*" 1387522842 "*NULL*" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Injuries Unknown AtLeast 976 0 "*NULL*" 1387522438 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Injuries Unknown AtLeast 976 0 "*NULL*" 1387522438 "Central and Western Visayas" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Displaced Unknown AtLeast 348507 0 "*NULL*" 1387522487 "Central and Western Visayas" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Displaced Unknown AtLeast 348507 0 "*NULL*" 1387522487 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Damaged Unknown AtLeast 73164 0 "*NULL*" 1387522619 "on Bohol, Cebu and Siquijor Island" "Damaged or destroyed - breakdown not given"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | DollarLoss Unknown Estimate 51800000 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383462042 "Central and Western Visayas" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Deaths Unknown AtLeast 222 0 "*NULL*" 1381942683 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Deaths Unknown AtLeast 222 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383497883 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Missing Unknown AtLeast 8 0 "*NULL*" 1387522388 "on Bohol, Cebu and Siquijor Island" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Missing Unknown AtLeast 8 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383461588 "on Bohol" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | DollarLoss Unknown Estimate 51800000 0 "*NULL*" 1387522842 "Central and Western Visayas" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Damaged Unknown AtLeast 73164 0 "*NULL*" 1387522619 "Central and Western Visayas" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Damaged Unknown AtLeast 73164 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383461819 "Central and Western Visayas" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Displaced Unknown AtLeast 348507 0 "*NULL*" 1387522487 "Central and Western Visayas" "Damaged or destroyed - breakdown not given"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Displaced Unknown AtLeast 348507 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383461687 "Central and Western Visayas" "392 evac. centers"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Displaced Unknown AtLeast 348507 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383461687 "Central and Western Visayas" "392 evac. centers"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Displaced Unknown AtLeast 348507 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383461687 "Central and Western Visayas" "For Central Visayas: 392 evac. centers, serving 79,773 people; 268,734 people served outside of evac. centers."
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Displaced Unknown AtLeast 348507 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383461687 "Central and Western Visayas" "For Central Visayas: 392 evac. centers, serving 79,773 people; 268,734 people served outside of evac. centers."
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Displaced Unknown AtLeast 348507 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383461687 "Bohol" "For Central Visayas: 392 evac. centers, serving 79,773 people; 268,734 people served outside of evac. centers."
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsDelImpact | Injuries Unknown AtLeast 976 0 "*NULL*" 1387522438 "Central and Western Visayas" "*NULL*"
 B000KDB4  | 2013/10/15 00:12:32 | 7.099 | PubFlagsAddImpact | Injuries Unknown AtLeast 976 0 "National Disaster Risk Reduction and Management Center, Quezon City, Philippines" 1383461638 "Central and Western Visayas" "*NULL*"
 B000KVF2  | 2013/11/10 05:15:11 |   5.2 | PubFlagsAddImpact | Destroyed Unknown Unknown 0 0 "Radio Free Europe article" 1387083452 "*NULL*" "*NULL*"
 B000L4TB  | 2013/11/22 22:04:25 | 5.317 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1388762954 "*NULL*" "*NULL*"
 B000L4TB  | 2013/11/22 22:04:25 | 5.317 | PubFlagsAddImpact | Damaged Shaking Estimate 5300 0 "*NULL*" 1388762954 "*NULL*" "*NULL*"
 B000L4TB  | 2013/11/22 22:04:25 | 5.317 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1388762954 "*NULL*" "*NULL*"
 B000L4TB  | 2013/11/22 22:04:25 | 5.317 | PubFlagsAddImpact | Damaged Shaking Estimate 5300 0 "*NULL*" 1388762954 "*NULL*" "*NULL*"
 B000L4TB  | 2013/11/22 22:04:25 | 5.317 | PubFlagsDelImpact | Damaged Shaking Estimate 5300 0 "*NULL*" 1388762954 "*NULL*" "*NULL*"
 B000L4TB  | 2013/11/22 22:04:25 | 5.317 | PubFlagsDelImpact | Damaged Shaking Estimate 5300 0 "*NULL*" 1388762954 "*NULL*" "*NULL*"
 B000L4TB  | 2013/11/22 22:04:25 | 5.317 | PubFlagsAddImpact | Damaged Shaking Estimate 5300 0 "*NULL*" 1390967272 "*NULL*" "*NULL*"
 B000L4TB  | 2013/11/22 22:04:25 | 5.317 | PubFlagsAddImpact | Displaced Shaking Estimate 15900 0 "*NULL*" 1390967882 "*NULL*" "*NULL*"
 B000L7NT  | 2013/11/28 13:51:34 | 5.755 | PubFlagsAddImpact | Unknown Unknown Unknown 0 0 "*NULL*" 1385971525 "*NULL*" "*NULL*"
 B000L7NT  | 2013/11/28 13:51:34 | 5.755 | PubFlagsAddImpact | Injuries Unknown Some 0 0 "GLIDE from Pam." 1386236943 "*NULL*" "*NULL*"
 B000L7NT  | 2013/11/28 13:51:34 | 5.755 | PubFlagsAddImpact | Deaths Unknown Few 0 0 "GLIDE from Pam." 1386236890 "*NULL*" "*NULL*"
